"","EmployeeID","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"3421",3421,4,4,3,4,3,39,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Male",3,"Human Resources","Married",21150,1,"Y",18,8,0,21,3,21,11,8
"3422",3422,1,4,3,3,3,27,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",2,"Human Resources","Married",31610,0,"Y",13,8,2,4,0,3,2,2
"3423",3423,2,4,2,3,3,35,"No","Travel_Rarely","Sales",24,3,"Medical",1,"Male",5,"Sales Executive","Divorced",57450,1,"Y",17,8,3,3,4,3,1,2
"3424",3424,4,3,4,4,3,42,"No","Travel_Rarely","Research & Development",23,4,"Other",1,"Male",1,"Research Scientist","Married",23730,6,"Y",14,8,1,21,3,1,0,0
"3425",3425,1,4,3,4,4,50,"No","Travel_Rarely","Sales",27,3,"Medical",1,"Male",2,"Sales Executive","Married",33100,4,"Y",22,8,1,8,3,1,0,0
"3426",3426,3,4,3,2,3,59,"No","Travel_Rarely","Research & Development",16,4,"Medical",1,"Female",5,"Laboratory Technician","Single",186650,3,"Y",12,8,0,30,3,5,4,3
"3427",3427,1,2,1,4,3,37,"Yes","Travel_Rarely","Sales",15,3,"Marketing",1,"Male",2,"Laboratory Technician","Married",44850,5,"Y",11,8,1,15,2,1,0,0
"3428",3428,3,2,3,2,3,55,"No","Travel_Frequently","Research & Development",26,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",27890,3,"Y",13,8,1,17,2,8,6,7
"3429",3429,2,3,3,3,3,41,"No","Non-Travel","Research & Development",19,1,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",58280,1,"Y",13,8,0,21,0,21,5,10
"3430",3430,2,4,3,4,3,38,"No","Travel_Rarely","Research & Development",24,2,"Other",1,"Female",1,"Laboratory Technician","Single",23260,8,"Y",14,8,0,19,3,1,0,0
"3431",3431,2,1,3,2,3,26,"Yes","Non-Travel","Research & Development",21,1,"Life Sciences",1,"Female",1,"Manufacturing Director","Single",135250,8,"Y",17,8,1,7,4,2,2,2
"3432",3432,1,4,3,4,3,52,"Yes","Travel_Rarely","Research & Development",5,4,"Medical",1,"Female",4,"Human Resources","Married",14200,1,"Y",13,8,1,33,2,32,6,9
"3433",3433,4,4,3,3,3,44,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",80200,3,"Y",11,8,1,23,2,12,11,11
"3434",3434,4,3,3,2,3,50,"No","Non-Travel","Human Resources",2,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",36880,0,"Y",11,8,0,19,3,18,0,13
"3435",3435,3,1,3,3,3,36,"Yes","Travel_Rarely","Sales",2,4,"Technical Degree",1,"Male",4,"Sales Executive","Single",54820,1,"Y",18,8,0,18,3,17,15,14
"3436",3436,4,1,3,4,3,39,"No","Travel_Frequently","Sales",11,3,"Marketing",1,"Male",1,"Sales Executive","Single",160150,1,"Y",11,8,0,21,3,21,2,8
"3437",3437,2,4,2,3,3,33,"No","Non-Travel","Sales",9,2,"Technical Degree",1,"Male",5,"Sales Representative","Single",12000,0,"Y",11,8,1,3,3,2,2,2
"3438",3438,4,4,4,2,3,45,"No","Travel_Rarely","Research & Development",7,2,"Other",1,"Male",1,"Human Resources","Married",56610,3,"Y",12,8,0,26,2,9,1,1
"3439",3439,4,3,3,1,4,32,"No","Non-Travel","Research & Development",15,3,"Medical",1,"Male",2,"Manager","Single",69290,9,"Y",20,8,0,10,6,8,7,7
"3440",3440,2,4,2,2,3,34,"No","Travel_Rarely","Sales",6,4,"Marketing",1,"Male",2,"Research Director","Divorced",96130,0,"Y",12,8,1,16,5,15,0,9
"3441",3441,2,4,1,3,3,59,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",56740,3,"Y",12,8,0,14,6,6,0,4
"3442",3442,2,2,3,3,4,45,"No","Travel_Rarely","Research & Development",16,1,"Medical",1,"Male",2,"Sales Executive","Single",54840,1,"Y",20,8,3,6,6,6,0,4
"3443",3443,3,2,3,4,4,53,"No","Travel_Frequently","Sales",8,2,"Medical",1,"Male",2,"Research Scientist","Married",120610,2,"Y",20,8,1,30,2,15,6,12
"3444",3444,1,3,2,3,3,36,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Female",1,"Research Scientist","Divorced",56600,7,"Y",12,8,0,9,3,1,0,0
"3445",3445,1,1,3,3,3,26,"Yes","Travel_Frequently","Sales",2,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",48210,6,"Y",14,8,2,6,2,3,1,2
"3446",3446,3,3,3,2,3,34,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",1,"Sales Representative","Married",64100,1,"Y",13,8,1,1,5,1,0,0
"3447",3447,4,2,3,4,3,28,"No","Travel_Rarely","Research & Development",10,3,"Other",1,"Male",2,"Sales Representative","Married",52100,1,"Y",15,8,0,1,1,1,0,0
"3448",3448,3,3,3,1,3,38,"No","Travel_Frequently","Sales",9,4,"Medical",1,"Male",2,"Research Scientist","Married",26950,3,"Y",14,8,1,8,4,2,2,2
"3449",3449,2,3,2,3,3,50,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences",1,"Male",1,"Sales Executive","Married",118780,2,"Y",13,8,1,29,2,8,7,7
"3450",3450,4,2,2,3,4,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",170680,3,"Y",23,8,0,8,6,4,0,1
"3451",3451,3,1,2,3,3,40,"No","Travel_Rarely","Human Resources",2,3,"Medical",1,"Male",5,"Sales Executive","Married",24550,1,"Y",15,8,1,8,2,7,7,5
"3452",3452,1,3,3,2,3,26,"No","Travel_Frequently","Research & Development",3,3,"Medical",1,"Male",2,"Laboratory Technician","Divorced",139640,1,"Y",11,8,2,5,1,5,1,3
"3453",3453,4,4,3,2,3,46,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Female",3,"Research Scientist","Divorced",49410,9,"Y",13,8,2,23,2,2,2,2
"3454",3454,3,3,3,3,3,54,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Female",2,"Manufacturing Director","Married",24780,6,"Y",11,8,0,13,0,9,7,0
"3455",3455,1,3,3,3,3,56,"No","Travel_Frequently","Research & Development",1,2,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",52280,2,"Y",11,8,0,18,4,5,0,3
"3456",3456,4,4,2,3,3,36,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences",1,"Female",2,"Human Resources","Single",44780,0,"Y",18,8,1,15,3,14,7,8
"3457",3457,3,1,4,2,3,55,"No","Non-Travel","Research & Development",2,3,"Medical",1,"Female",2,"Manager","Single",75470,7,"Y",16,8,0,31,2,9,6,2
"3458",3458,3,4,3,2,4,43,"No","Travel_Rarely","Sales",25,2,"Life Sciences",1,"Male",3,"Research Scientist","Divorced",50550,5,"Y",22,8,0,18,2,1,0,0
"3459",3459,4,4,3,2,4,20,"Yes","Travel_Frequently","Sales",8,3,"Marketing",1,"Male",3,"Sales Executive","Single",34640,1,"Y",20,8,0,2,3,2,0,2
"3460",3460,3,1,2,3,3,21,"Yes","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",1,"Manager","Single",57750,1,"Y",18,8,0,1,2,1,1,0
"3461",3461,4,1,3,3,3,46,"No","Travel_Rarely","Sales",12,3,"Marketing",1,"Female",3,"Healthcare Representative","Divorced",89430,8,"Y",12,8,1,19,6,16,1,7
"3462",3462,1,3,4,3,4,51,"Yes","Travel_Rarely","Sales",23,3,"Medical",1,"Female",2,"Research Scientist","Married",192720,9,"Y",20,8,0,18,2,10,2,7
"3463",3463,2,1,2,2,3,28,"Yes","Non-Travel","Research & Development",19,4,"Life Sciences",1,"Female",4,"Laboratory Technician","Single",52380,1,"Y",17,8,1,10,4,10,1,9
"3464",3464,1,1,3,1,3,26,"No","Travel_Rarely","Research & Development",5,4,"Medical",1,"Female",2,"Sales Executive","Married",46820,1,"Y",11,8,1,6,3,5,1,3
"3465",3465,3,1,2,3,3,30,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",1,"Sales Executive","Married",183000,0,"Y",14,8,0,7,6,6,0,2
"3466",3466,2,3,3,4,3,41,"No","Travel_Rarely","Sales",1,4,"Life Sciences",1,"Female",1,"Research Director","Married",52570,1,"Y",14,8,0,10,2,10,0,8
"3467",3467,3,3,2,3,3,38,"No","Travel_Rarely","Research & Development",5,3,"Technical Degree",1,"Male",1,"Sales Executive","Married",63490,0,"Y",11,8,0,20,3,19,1,9
"3468",3468,1,4,3,3,3,40,"No","Travel_Rarely","Sales",1,4,"Marketing",1,"Male",1,"Sales Executive","Married",48690,4,"Y",12,8,0,14,2,11,11,1
"3469",3469,1,3,3,2,3,27,"No","Non-Travel","Sales",11,3,"Technical Degree",1,"Female",2,"Laboratory Technician","Married",99850,1,"Y",14,8,1,3,3,3,1,2
"3470",3470,4,2,3,3,3,55,"No","Travel_Frequently","Research & Development",23,5,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",36970,3,"Y",13,8,1,23,1,3,1,2
"3471",3471,3,3,4,4,3,28,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",2,"Healthcare Representative","Single",74570,3,"Y",11,8,2,10,1,8,1,7
"3472",3472,2,1,3,3,3,44,"Yes","Travel_Rarely","Research & Development",18,4,"Life Sciences",1,"Female",2,"Sales Executive","Married",21190,9,"Y",15,8,0,24,3,20,3,6
"3473",3473,4,4,3,3,3,33,"No","Travel_Rarely","Sales",23,4,"Marketing",1,"Female",4,"Sales Executive","Divorced",39830,4,"Y",12,8,0,9,3,3,1,2
"3474",3474,4,1,3,2,4,35,"Yes","Travel_Rarely","Sales",7,4,"Life Sciences",1,"Male",3,"Sales Representative","Single",61180,0,"Y",21,8,1,9,3,8,4,7
"3475",3475,1,3,3,3,3,33,"Yes","Travel_Frequently","Research & Development",1,2,"Life Sciences",1,"Female",1,"Sales Executive","Single",62140,1,"Y",19,8,2,14,3,13,3,8
"3476",3476,1,3,2,3,3,28,"No","Travel_Rarely","Human Resources",1,1,"Human Resources",1,"Male",2,"Research Scientist","Divorced",63470,1,"Y",15,8,1,4,2,4,2,2
"3477",3477,1,4,2,3,3,34,"No","Travel_Frequently","Sales",29,4,"Marketing",1,"Male",1,"Research Scientist","Single",115100,0,"Y",14,8,1,7,5,6,0,4
"3478",3478,4,4,3,2,4,37,"No","Travel_Rarely","Research & Development",7,4,"Life Sciences",1,"Male",4,"Sales Executive","Divorced",71430,2,"Y",21,8,0,8,6,1,0,0
"3479",3479,4,4,4,2,3,25,"Yes","Travel_Rarely","Human Resources",25,4,"Human Resources",1,"Female",2,"Research Scientist","Married",82680,1,"Y",12,8,0,7,3,7,5,6
"3480",3480,1,3,2,4,3,26,"Yes","Travel_Rarely","Sales",8,2,"Marketing",1,"Male",2,"Sales Executive","Divorced",80950,1,"Y",15,8,0,1,3,1,0,0
"3481",3481,1,2,3,3,3,33,"Yes","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Male",4,"Manufacturing Director","Single",29040,4,"Y",13,8,0,5,2,2,2,2
"3482",3482,4,1,3,2,3,42,"No","Travel_Rarely","Research & Development",11,1,"Life Sciences",1,"Male",4,"Research Scientist","Married",60320,0,"Y",14,8,0,23,2,22,13,7
"3483",3483,1,2,3,3,3,28,"Yes","Travel_Frequently","Research & Development",7,3,"Life Sciences",1,"Male",2,"Manager","Divorced",29760,1,"Y",14,8,0,1,3,1,0,0
"3484",3484,4,3,3,3,3,50,"Yes","Travel_Frequently","Research & Development",1,4,"Medical",1,"Male",2,"Research Scientist","Single",159920,3,"Y",14,8,0,5,3,0,0,0
"3485",3485,4,2,3,2,3,33,"No","Travel_Frequently","Sales",9,3,"Medical",1,"Female",2,"Research Scientist","Married",46490,0,"Y",12,8,0,4,2,3,0,2
"3486",3486,3,4,3,3,4,34,"No","Non-Travel","Sales",1,1,"Marketing",1,"Female",2,"Research Director","Married",26960,3,"Y",23,8,0,6,3,0,0,0
"3487",3487,1,4,2,3,3,48,"No","Non-Travel","Sales",2,1,"Life Sciences",1,"Male",2,"Sales Executive","Single",23700,2,"Y",11,8,0,27,3,5,2,1
"3488",3488,2,3,3,3,3,45,"No","Non-Travel","Research & Development",1,3,"Medical",1,"Female",2,"Human Resources","Married",125040,1,"Y",12,8,1,15,2,15,4,12
"3489",3489,2,2,3,3,3,52,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",59740,7,"Y",18,8,1,18,6,8,4,0
"3490",3490,3,3,3,2,3,38,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Male",1,"Research Scientist","Divorced",47360,0,"Y",11,8,1,9,3,8,2,7
"3491",3491,3,4,3,4,3,29,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",4,"Research Scientist","Divorced",52960,4,"Y",14,8,0,11,3,7,1,7
"3492",3492,4,2,2,3,3,28,"No","Travel_Rarely","Human Resources",1,3,"Human Resources",1,"Female",4,"Laboratory Technician","Divorced",67810,0,"Y",15,8,1,10,2,9,1,7
"3493",3493,1,3,3,3,3,46,"No","Travel_Rarely","Research & Development",6,4,"Medical",1,"Male",3,"Sales Executive","Married",21740,3,"Y",11,8,1,23,3,12,4,9
"3494",3494,4,2,3,3,4,38,"No","Travel_Rarely","Research & Development",7,4,"Medical",1,"Male",1,"Sales Executive","Single",66530,7,"Y",20,8,1,10,2,1,0,0
"3495",3495,3,1,3,3,3,43,"No","Travel_Frequently","Research & Development",5,3,"Medical",1,"Female",2,"Laboratory Technician","Married",96990,8,"Y",19,8,1,18,3,8,0,1
"3496",3496,1,4,3,3,3,39,"Yes","Travel_Frequently","Sales",1,3,"Marketing",1,"Male",2,"Healthcare Representative","Divorced",67550,7,"Y",14,8,1,21,2,18,11,5
"3497",3497,3,3,4,3,3,40,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences",1,"Male",1,"Healthcare Representative","Single",22130,1,"Y",17,8,0,21,4,20,4,9
"3498",3498,4,2,4,2,3,21,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Female",1,"Research Scientist","Single",26100,1,"Y",11,8,1,2,3,2,2,2
"3499",3499,3,2,2,3,3,39,"No","Non-Travel","Research & Development",6,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",28510,9,"Y",15,8,0,9,2,5,0,3
"3500",3500,1,4,3,4,3,36,"No","Non-Travel","Research & Development",1,3,"Medical",1,"Male",3,"Sales Representative","Single",34520,2,"Y",13,8,3,18,4,11,0,9
"3501",3501,3,4,3,3,3,31,"No","Travel_Frequently","Research & Development",7,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",52580,0,"Y",14,8,3,3,5,2,2,2
"3502",3502,1,2,1,3,3,28,"No","Travel_Rarely","Sales",2,4,"Marketing",1,"Male",1,"Sales Executive","Married",93550,0,"Y",11,8,0,6,4,5,0,4
"3503",3503,4,4,3,3,3,35,"No","Travel_Frequently","Research & Development",9,2,"Other",1,"Female",1,"Manufacturing Director","Divorced",104960,1,"Y",13,8,1,5,2,5,0,2
"3504",3504,4,2,3,2,4,49,"No","Travel_Rarely","Sales",2,2,"Medical",1,"Female",1,"Sales Executive","Married",63800,6,"Y",23,8,1,22,1,9,2,3
"3505",3505,4,3,2,2,3,34,"No","Travel_Frequently","Sales",9,1,"Technical Degree",1,"Male",2,"Sales Executive","Single",26570,2,"Y",13,8,1,5,3,3,0,2
"3506",3506,4,2,2,1,3,29,"No","Travel_Frequently","Research & Development",1,4,"Medical",1,"Male",3,"Research Scientist","Divorced",27160,0,"Y",18,8,0,8,2,7,1,1
"3507",3507,2,4,3,4,3,42,"No","Travel_Rarely","Sales",21,2,"Life Sciences",1,"Female",1,"Healthcare Representative","Single",22010,4,"Y",12,8,1,16,3,1,0,0
"3508",3508,2,4,2,1,4,29,"No","Travel_Rarely","Sales",4,2,"Other",1,"Female",2,"Healthcare Representative","Married",65400,1,"Y",22,8,0,10,2,10,1,2
"3509",3509,3,3,4,2,3,38,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",1,"Human Resources","Married",38160,1,"Y",13,8,2,7,2,7,5,0
"3510",3510,3,3,3,3,3,28,"No","Travel_Frequently","Sales",6,4,"Life Sciences",1,"Male",1,"Manager","Divorced",52530,1,"Y",15,8,0,3,2,3,0,2
"3511",3511,3,3,3,4,3,18,"Yes","Non-Travel","Research & Development",2,4,"Medical",1,"Male",3,"Laboratory Technician","Single",109650,1,"Y",18,8,0,0,5,0,0,0
"3512",3512,1,1,3,2,3,33,"Yes","Travel_Rarely","Research & Development",3,2,"Life Sciences",1,"Male",1,"Sales Executive","Single",49360,0,"Y",14,8,0,6,2,5,0,3
"3513",3513,2,4,3,3,3,41,"No","Travel_Rarely","Research & Development",4,2,"Medical",1,"Male",2,"Research Scientist","Married",25430,3,"Y",12,8,0,6,3,1,0,0
"3514",3514,3,3,2,4,3,31,"Yes","Travel_Frequently","Sales",10,3,"Technical Degree",1,"Female",1,"Research Director","Married",53040,1,"Y",17,8,0,2,3,2,2,2
"3515",3515,3,4,3,3,3,37,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Divorced",166590,7,"Y",16,8,1,9,2,6,1,3
"3516",3516,4,3,3,3,3,27,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Female",1,"Healthcare Representative","Married",42600,1,"Y",11,8,2,4,2,4,2,2
"3517",3517,2,3,2,3,3,34,"No","Travel_Rarely","Sales",1,1,"Marketing",1,"Female",2,"Laboratory Technician","Married",24760,1,"Y",19,8,0,6,2,6,1,3
"3518",3518,3,3,1,2,3,35,"No","Travel_Rarely","Research & Development",6,3,"Life Sciences",1,"Female",3,"Laboratory Technician","Single",31020,1,"Y",13,8,1,6,3,5,1,4
"3519",3519,4,1,1,1,3,29,"Yes","Travel_Rarely","Research & Development",6,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",22440,1,"Y",12,8,3,11,5,11,3,10
"3520",3520,2,3,2,1,3,40,"No","Travel_Frequently","Research & Development",2,4,"Medical",1,"Male",4,"Human Resources","Single",75960,9,"Y",11,8,0,20,0,18,2,13
"3521",3521,3,1,2,1,3,42,"Yes","Travel_Frequently","Sales",2,4,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",22850,0,"Y",16,8,0,22,3,21,13,14
"3522",3522,2,1,4,2,4,42,"No","Travel_Rarely","Research & Development",1,2,"Life Sciences",1,"Male",4,"Laboratory Technician","Single",30340,7,"Y",21,8,1,9,3,6,1,5
"3523",3523,4,3,3,3,4,35,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",1,"Healthcare Representative","Married",57150,6,"Y",24,8,2,10,0,8,1,7
"3524",3524,4,2,3,3,3,24,"No","Travel_Rarely","Sales",7,4,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",25760,8,"Y",17,8,3,6,3,4,1,2
"3525",3525,3,4,2,1,3,28,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",41970,1,"Y",13,8,0,1,3,1,0,0
"3526",3526,1,4,3,3,4,26,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",2,"Sales Representative","Married",143360,1,"Y",21,8,1,8,3,8,0,7
"3527",3527,3,NA,3,3,3,30,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",34480,1,"Y",11,8,0,10,3,10,1,4
"3528",3528,3,4,1,3,4,40,"No","Travel_Frequently","Research & Development",26,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",194060,3,"Y",20,8,3,16,2,1,0,0
"3529",3529,3,2,4,3,3,35,"No","Travel_Rarely","Research & Development",18,5,"Medical",1,"Female",2,"Research Scientist","Divorced",65380,2,"Y",16,8,1,15,3,7,6,4
"3530",3530,4,1,3,3,3,34,"No","Travel_Frequently","Research & Development",6,2,"Life Sciences",1,"Male",1,"Research Director","Single",43060,0,"Y",11,8,0,14,2,13,4,9
"3531",3531,4,4,4,3,3,35,"No","Travel_Frequently","Research & Development",3,3,"Medical",1,"Female",2,"Laboratory Technician","Married",22580,1,"Y",11,8,1,2,2,2,2,2
"3532",3532,1,3,2,3,3,43,"Yes","Travel_Rarely","Sales",5,3,"Marketing",1,"Female",3,"Research Scientist","Single",45220,8,"Y",15,8,1,7,3,4,1,3
"3533",3533,3,1,3,2,3,32,"No","Non-Travel","Research & Development",11,2,"Other",1,"Female",2,"Research Scientist","Divorced",44870,1,"Y",11,8,0,1,5,1,0,0
"3534",3534,4,1,3,1,3,56,"No","Travel_Rarely","Research & Development",3,2,"Other",1,"Male",2,"Healthcare Representative","Divorced",44490,NA,"Y",15,8,0,28,3,5,4,2
"3535",3535,NA,4,3,3,4,29,"No","Travel_Rarely","Research & Development",26,1,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",22180,1,"Y",24,8,1,10,1,10,0,8
"3536",3536,3,1,3,3,3,19,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",191970,1,"Y",12,8,0,1,2,1,0,0
"3537",3537,1,3,2,3,3,45,"No","Travel_Rarely","Research & Development",22,3,"Life Sciences",1,"Female",2,"Sales Representative","Married",132120,4,"Y",13,8,0,7,4,3,0,2
"3538",3538,4,4,2,1,3,37,"No","Travel_Rarely","Research & Development",14,4,"Life Sciences",1,"Male",3,"Research Scientist","Married",65770,1,"Y",13,8,0,14,1,14,3,11
"3539",3539,1,3,2,3,3,20,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",5,"Research Director","Single",83920,1,"Y",17,8,0,2,5,2,1,2
"3540",3540,3,3,3,1,3,44,"Yes","Travel_Rarely","Human Resources",6,2,"Human Resources",1,"Male",3,"Sales Executive","Single",45580,1,"Y",13,8,1,6,2,6,0,2
"3541",3541,4,3,3,2,3,53,"No","Travel_Rarely","Research & Development",6,4,"Life Sciences",1,"Male",1,"Research Director","Divorced",40310,3,"Y",12,8,1,26,3,7,4,7
"3542",3542,2,4,2,3,3,29,"No","Travel_Rarely","Research & Development",23,3,"Medical",1,"Male",1,"Sales Executive","Married",79690,0,"Y",14,8,0,6,3,5,1,3
"3543",3543,3,4,3,2,4,22,"Yes","Travel_Frequently","Research & Development",22,4,"Medical",1,"Male",1,"Sales Representative","Married",26540,0,"Y",24,8,0,1,5,0,0,0
"3544",3544,3,1,3,3,3,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",165550,8,"Y",14,8,2,28,4,26,15,9
"3545",3545,4,3,3,3,3,44,"No","Non-Travel","Research & Development",20,3,"Life Sciences",1,"Male",1,"Sales Representative","Single",45560,2,"Y",13,8,0,6,4,0,0,0
"3546",3546,2,3,3,1,3,33,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences",1,"Female",1,"Manager","Married",60910,1,"Y",15,8,0,5,6,5,1,4
"3547",3547,1,1,1,4,3,41,"Yes","Non-Travel","Research & Development",12,3,"Life Sciences",1,"Male",2,"Sales Representative","Divorced",195660,6,"Y",16,8,0,5,2,1,0,0
"3548",3548,3,1,3,2,3,30,"No","Travel_Rarely","Sales",20,3,"Marketing",1,"Male",3,"Sales Executive","Divorced",48100,8,"Y",18,8,0,8,3,4,0,3
"3549",3549,2,2,3,4,3,40,"No","Travel_Frequently","Sales",9,3,"Medical",1,"Male",1,"Manufacturing Director","Married",45230,5,"Y",16,8,1,5,5,0,0,0
"3550",3550,4,1,3,3,4,50,"No","Travel_Frequently","Research & Development",25,4,"Life Sciences",1,"Female",2,"Healthcare Representative","Married",32020,2,"Y",24,8,1,32,2,2,2,2
"3551",3551,4,1,3,3,3,28,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree",1,"Male",2,"Research Scientist","Married",23510,1,"Y",16,8,0,6,4,6,3,3
"3552",3552,4,2,3,3,4,46,"No","Travel_Rarely","Research & Development",8,4,"Other",1,"Male",3,"Manager","Married",17020,5,"Y",21,8,0,25,2,4,0,3
"3553",3553,3,1,3,2,4,35,"No","Travel_Rarely","Sales",4,4,"Marketing",1,"Male",1,"Laboratory Technician","Married",180410,3,"Y",20,8,1,15,3,7,1,7
"3554",3554,4,2,1,3,3,24,"Yes","Travel_Rarely","Human Resources",28,4,"Human Resources",1,"Male",3,"Manufacturing Director","Married",28860,1,"Y",19,8,1,1,5,1,0,0
"3555",3555,2,3,2,2,3,33,"No","Travel_Frequently","Research & Development",9,2,"Medical",1,"Female",1,"Sales Executive","Married",20970,1,"Y",14,8,2,10,5,10,0,1
"3556",3556,3,3,3,4,3,36,"No","Travel_Rarely","Research & Development",9,2,"Medical",1,"Male",2,"Sales Executive","Divorced",119350,1,"Y",11,8,3,7,6,7,1,7
"3557",3557,3,3,2,3,3,30,"No","Travel_Rarely","Sales",29,3,"Marketing",1,"Male",1,"Sales Executive","Divorced",25460,1,"Y",14,8,1,10,2,10,8,9
"3558",3558,4,4,3,1,3,44,"No","Travel_Rarely","Research & Development",3,4,"Medical",1,"Male",2,"Research Scientist","Single",25640,1,"Y",12,8,3,20,3,20,13,17
"3559",3559,3,4,3,2,3,20,"No","Travel_Rarely","Research & Development",18,4,"Medical",1,"Male",1,"Human Resources","Single",84120,1,"Y",13,8,0,2,2,2,2,2
"3560",3560,4,4,2,3,4,46,"No","Travel_Rarely","Sales",9,1,"Medical",1,"Female",1,"Sales Executive","Divorced",141180,2,"Y",22,8,0,12,3,6,1,4
"3561",3561,4,1,4,2,3,42,"No","Non-Travel","Research & Development",5,4,"Medical",1,"Male",5,"Sales Executive","Married",170460,7,"Y",11,8,0,10,3,4,0,3
"3562",3562,2,4,3,3,3,60,"No","Travel_Rarely","Sales",2,2,"Life Sciences",1,"Male",2,"Sales Executive","Divorced",25640,0,"Y",14,8,1,12,3,11,1,9
"3563",3563,3,2,3,3,3,32,"No","Travel_Frequently","Sales",10,3,"Life Sciences",1,"Female",1,"Sales Executive","Married",102660,1,"Y",11,8,0,2,3,2,2,2
"3564",3564,4,3,3,3,3,32,"No","Travel_Frequently","Research & Development",9,3,"Life Sciences",1,"Female",2,"Research Scientist","Single",50700,4,"Y",12,8,1,10,6,8,0,7
"3565",3565,3,1,3,2,3,36,"No","Travel_Rarely","Sales",3,2,"Marketing",1,"Male",4,"Healthcare Representative","Divorced",178610,2,"Y",18,8,0,17,2,7,7,7
"3566",3566,1,4,3,3,3,33,"No","Travel_Rarely","Sales",26,2,"Marketing",1,"Male",1,"Research Scientist","Married",42300,0,"Y",12,8,0,15,0,14,4,10
"3567",3567,2,2,4,1,3,40,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",2,"Research Scientist","Divorced",37800,7,"Y",12,8,0,7,2,5,1,3
"3568",3568,3,4,3,3,4,25,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Female",1,"Laboratory Technician","Single",27680,0,"Y",22,8,1,5,0,4,1,1
"3569",3569,4,2,3,2,3,30,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Female",1,"Research Scientist","Married",90710,0,"Y",19,8,1,12,2,11,5,7
"3570",3570,1,1,3,3,3,42,"No","Travel_Frequently","Human Resources",8,2,"Medical",1,"Male",1,"Sales Executive","Married",106480,3,"Y",13,8,1,20,1,1,0,0
